Started,Page Title,Page ID,Device Name,User Name,Time,Sent,Received,Method,Result,Type,URL,Render Start,DOM Load,HTTP Load,Page Load,Network,Cache Read
,http://172.20.20.90:8080/colline/j_security_check,1,SHA-LRI-PC-155,jeff yang,0.627,4739,57263,,,,,,,0.627,,,
2017-04-24 18:43:44.258000,,1,SHA-LRI-PC-155,jeff yang,0.019,643,207,POST,302,Redirect to http://172.20.20.90:8080/colline/index.do?j_winname=colline168795693103184000a,http://172.20.20.90:8080/colline/j_security_check,,,,,(N/A),(N/A)
2017-04-24 18:43:44.277000,,1,SHA-LRI-PC-155,jeff yang,0.008,519,454,GET,302,Redirect to http://172.20.20.90:8080/colline/index.do?j_winname=colline168795693103184000a,http://172.20.20.90:8080/colline/index.do?j_winname=colline168795693103184000a,,,,,(N/A),(N/A)
2017-04-24 18:43:44.286000,,1,SHA-LRI-PC-155,jeff yang,0.450,519,6750,GET,200,html,http://172.20.20.90:8080/colline/index.do?j_winname=colline168795693103184000a,,,,,(N/A),(N/A)
2017-04-24 18:43:44.748000,,1,SHA-LRI-PC-155,jeff yang,0.002,0,0,GET,(Cache),javascript,http://172.20.20.90:8080/colline/lrsux/com/lombardrisk/infrastructure/release/core/lrsux.min.js,,,,,(N/A),(N/A)
2017-04-24 18:43:44.752000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/lrsux/com/lombardrisk/infrastructure/release/widget/lrsux-ui.min.css,,,,,(N/A),(N/A)
2017-04-24 18:43:44.758000,,1,SHA-LRI-PC-155,jeff yang,0.002,0,0,GET,(Cache),javascript,http://172.20.20.90:8080/colline/lrsux/com/lombardrisk/infrastructure/release/widget/lrsux-ui.min.js,,,,,(N/A),(N/A)
2017-04-24 18:43:44.763000,,1,SHA-LRI-PC-155,jeff yang,0.002,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/common/styles/collineCssTheme/topBar_colline.css,,,,,(N/A),(N/A)
2017-04-24 18:43:44.767000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/common/styles/layout.css,,,,,(N/A),(N/A)
2017-04-24 18:43:44.772000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/common/styles/application.css,,,,,(N/A),(N/A)
