Started,Page Title,Page ID,Device Name,User Name,Time,Sent,Received,Method,Result,Type,URL,Render Start,DOM Load,HTTP Load,Page Load,Network,Cache Read
,http://172.20.20.90:8080/colline/j_security_check,1,SHA-LRI-PC-155,jeff yang,0.613,4739,57263,,,,,,,0.613,,,
2017-05-03 18:30:28.249000,,1,SHA-LRI-PC-155,jeff yang,0.046,643,207,POST,302,Redirect to http://172.20.20.90:8080/colline/index.do?j_winname=colline943922036002702600a,http://172.20.20.90:8080/colline/j_security_check,,,,,(N/A),(N/A)
2017-05-03 18:30:28.295000,,1,SHA-LRI-PC-155,jeff yang,0.007,519,454,GET,302,Redirect to http://172.20.20.90:8080/colline/index.do?j_winname=colline943922036002702600a,http://172.20.20.90:8080/colline/index.do?j_winname=colline943922036002702600a,,,,,(N/A),(N/A)
2017-05-03 18:30:28.302000,,1,SHA-LRI-PC-155,jeff yang,0.419,519,6750,GET,200,html,http://172.20.20.90:8080/colline/index.do?j_winname=colline943922036002702600a,,,,,(N/A),(N/A)
2017-05-03 18:30:28.728000,,1,SHA-LRI-PC-155,jeff yang,0.002,0,0,GET,(Cache),javascript,http://172.20.20.90:8080/colline/lrsux/com/lombardrisk/infrastructure/release/core/lrsux.min.js,,,,,(N/A),(N/A)
2017-05-03 18:30:28.732000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/lrsux/com/lombardrisk/infrastructure/release/widget/lrsux-ui.min.css,,,,,(N/A),(N/A)
2017-05-03 18:30:28.739000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),javascript,http://172.20.20.90:8080/colline/lrsux/com/lombardrisk/infrastructure/release/widget/lrsux-ui.min.js,,,,,(N/A),(N/A)
2017-05-03 18:30:28.743000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/common/styles/collineCssTheme/topBar_colline.css,,,,,(N/A),(N/A)
2017-05-03 18:30:28.746000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/common/styles/layout.css,,,,,(N/A),(N/A)
2017-05-03 18:30:28.751000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/common/styles/application.css,,,,,(N/A),(N/A)
