Started,Page Title,Page ID,Device Name,User Name,Time,Sent,Received,Method,Result,Type,URL,Render Start,DOM Load,HTTP Load,Page Load,Network,Cache Read
,http://172.20.20.90:8080/colline/j_security_check,1,SHA-LRI-PC-155,jeff yang,0.652,4739,57265,,,,,,,0.652,,,
2017-05-03 18:01:12.948000,,1,SHA-LRI-PC-155,jeff yang,0.038,643,207,POST,302,Redirect to http://172.20.20.90:8080/colline/index.do?j_winname=colline855606326565501700a,http://172.20.20.90:8080/colline/j_security_check,,,,,(N/A),(N/A)
2017-05-03 18:01:12.986000,,1,SHA-LRI-PC-155,jeff yang,0.010,519,454,GET,302,Redirect to http://172.20.20.90:8080/colline/index.do?j_winname=colline855606326565501700a,http://172.20.20.90:8080/colline/index.do?j_winname=colline855606326565501700a,,,,,(N/A),(N/A)
2017-05-03 18:01:12.996000,,1,SHA-LRI-PC-155,jeff yang,0.478,519,6752,GET,200,html,http://172.20.20.90:8080/colline/index.do?j_winname=colline855606326565501700a,,,,,(N/A),(N/A)
2017-05-03 18:01:13.478000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),javascript,http://172.20.20.90:8080/colline/lrsux/com/lombardrisk/infrastructure/release/core/lrsux.min.js,,,,,(N/A),(N/A)
2017-05-03 18:01:13.480000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/lrsux/com/lombardrisk/infrastructure/release/widget/lrsux-ui.min.css,,,,,(N/A),(N/A)
2017-05-03 18:01:13.483000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),javascript,http://172.20.20.90:8080/colline/lrsux/com/lombardrisk/infrastructure/release/widget/lrsux-ui.min.js,,,,,(N/A),(N/A)
2017-05-03 18:01:13.486000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/common/styles/collineCssTheme/topBar_colline.css,,,,,(N/A),(N/A)
2017-05-03 18:01:13.488000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/common/styles/layout.css,,,,,(N/A),(N/A)
2017-05-03 18:01:13.490000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/common/styles/application.css,,,,,(N/A),(N/A)
2017-05-03 18:01:13.493000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/common/styles/content.css,,,,,(N/A),(N/A)
2017-05-03 18:01:13.496000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/common/styles/actionmenu.css,,,,,(N/A),(N/A)
2017-05-03 18:01:13.497000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/common/windows_js_0.99/themes/default.css,,,,,(N/A),(N/A)
2017-05-03 18:01:13.499000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),css,http://172.20.20.90:8080/colline/common/windows_js_0.99/themes/alert.css,,,,,(N/A),(N/A)
2017-05-03 18:01:13.502000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),javascript,http://172.20.20.90:8080/colline/common/script/layout.js,,,,,(N/A),(N/A)
2017-05-03 18:01:13.504000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),javascript,http://172.20.20.90:8080/colline/common/script/layout-ext.js,,,,,(N/A),(N/A)
2017-05-03 18:01:13.505000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),javascript,http://172.20.20.90:8080/colline/common/script/browserVer.js,,,,,(N/A),(N/A)
2017-05-03 18:01:13.506000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),javascript,http://172.20.20.90:8080/colline/common/script/cookie.js,,,,,(N/A),(N/A)
2017-05-03 18:01:13.508000,,1,SHA-LRI-PC-155,jeff yang,0.017,540,47871,GET,200,javascript,http://172.20.20.90:8080/colline/dwr/engine.js,,,,,(N/A),(N/A)
2017-05-03 18:01:13.508000,,1,SHA-LRI-PC-155,jeff yang,0.012,538,315,GET,304,javascript,http://172.20.20.90:8080/colline/dwr/util.js,,,,,(N/A),(N/A)
2017-05-03 18:01:13.509000,,1,SHA-LRI-PC-155,jeff yang,0.011,471,758,GET,200,javascript,http://172.20.20.90:8080/colline/dwr/interface/SSOHelper.js,,,,,(N/A),(N/A)
2017-05-03 18:01:13.509000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),javascript,http://172.20.20.90:8080/colline/common/windows_js_0.99/javascripts/prototype.js,,,,,(N/A),(N/A)
2017-05-03 18:01:13.512000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),javascript,http://172.20.20.90:8080/colline/common/windows_js_0.99/javascripts/effects.js,,,,,(N/A),(N/A)
2017-05-03 18:01:13.513000,,1,SHA-LRI-PC-155,jeff yang,0.001,0,0,GET,(Cache),javascript,http://172.20.20.90:8080/colline/common/windows_js_0.99/javascripts/window.js,,,,,(N/A),(N/A)
