Started,Page Title,Page ID,Device Name,User Name,Time,Sent,Received,Method,Result,Type,URL,Render Start,DOM Load,HTTP Load,Page Load,Network,Cache Read
,Login,1,SHA-LRI-PC-155,jeff yang,0.460,2166,3139,,,,,,,0.460,,,
2016-12-22 17:29:06.970000,,1,SHA-LRI-PC-155,jeff yang,0.301,272,2017,GET,200,html,http://54.193.33.252:8080/colline/,,,,,0.296,
2016-12-22 17:29:07.273000,,1,SHA-LRI-PC-155,jeff yang,0.145,448,281,GET,304,css,http://54.193.33.252:8080/colline/common/styles/content.css,,,,,0.143,0.001
2016-12-22 17:29:07.274000,,1,SHA-LRI-PC-155,jeff yang,0.144,475,281,GET,304,javascript,http://54.193.33.252:8080/colline/common/script/browserVer.js,,,,,0.143,0.001
2016-12-22 17:29:07.275000,,1,SHA-LRI-PC-155,jeff yang,0.155,485,281,GET,304,,http://54.193.33.252:8080/colline/img/app/dyn_logo.img,,,,,0.144,0.011
2016-12-22 17:29:07.275000,,1,SHA-LRI-PC-155,jeff yang,0.155,486,279,GET,304,gif,http://54.193.33.252:8080/colline/img/spl/firmtechlog.gif,,,,,0.153,0.002
,Login,2,SHA-LRI-PC-155,jeff yang,0.466,5560,6578,,,,,0.005,0.456,0.466,0.484,,
2016-12-22 17:29:07.431000,,2,SHA-LRI-PC-155,jeff yang,0.158,407,3775,GET,200,html,http://54.193.33.252:8080/colline/index.do?j_winname=colline473144049845726000a,,,,,0.157,
2016-12-22 17:29:07.591000,,2,SHA-LRI-PC-155,jeff yang,0.154,518,282,GET,304,javascript,http://54.193.33.252:8080/colline/lrsux/lrsux/lrsux.min.js,,,,,0.152,0.001
2016-12-22 17:29:07.591000,,2,SHA-LRI-PC-155,jeff yang,0.147,499,281,GET,304,css,http://54.193.33.252:8080/colline/lrsux/lrsux-ui/lrsux-ui.min.css,,,,,0.144,0.002
2016-12-22 17:29:07.591000,,2,SHA-LRI-PC-155,jeff yang,0.146,524,282,GET,304,javascript,http://54.193.33.252:8080/colline/lrsux/lrsux-ui/lrsux-ui.min.js,,,,,0.143,0.002
2016-12-22 17:29:07.592000,,2,SHA-LRI-PC-155,jeff yang,0.146,493,281,GET,304,css,http://54.193.33.252:8080/colline/common/styles/content.css,,,,,0.143,0.002
2016-12-22 17:29:07.592000,,2,SHA-LRI-PC-155,jeff yang,0.283,496,279,GET,304,css,http://54.193.33.252:8080/colline/common/styles/standardMode.css,,,,,0.281,0.001
2016-12-22 17:29:07.593000,,2,SHA-LRI-PC-155,jeff yang,0.288,520,281,GET,304,javascript,http://54.193.33.252:8080/colline/common/script/browserVer.js,,,,,0.287,0.001
2016-12-22 17:29:07.593000,,2,SHA-LRI-PC-155,jeff yang,0.289,530,281,GET,304,,http://54.193.33.252:8080/colline/img/app/dyn_logo.img,,,,,0.142,0.002
2016-12-22 17:29:07.594000,,2,SHA-LRI-PC-155,jeff yang,0.290,526,279,GET,304,gif,http://54.193.33.252:8080/colline/img/log/untext.gif,,,,,0.145,0.001
2016-12-22 17:29:07.594000,,2,SHA-LRI-PC-155,jeff yang,0.290,526,279,GET,304,gif,http://54.193.33.252:8080/colline/img/log/pwtext.gif,,,,,0.144,0.002
2016-12-22 17:29:07.595000,,2,SHA-LRI-PC-155,jeff yang,0.302,521,278,GET,304,gif,http://54.193.33.252:8080/colline/img/spacer.gif,,,,,0.151,0.001
